Date Inspected,Date Completed,Cable Company ,Type Area Inspected,Street Name,Street Type,City,Intersection,Violation,Alert,Resident Generated,In-Field Violations,Site Survey,Re-Inspection,Re-Inspection Date,Violation Type
10/31/2011,11/28/2011,Comcast,UG,Greenwood,Av,Takoma Park,,1,0,0,1,0,0,,Drop
10/31/2011,11/28/2011,Comcast,UG,Greenwood,Av,Takoma Park,,1,0,0,1,0,0,,Drop
10/31/2011,11/28/2011,Comcast,UG,Greenwood,Av,Takoma Park,,1,0,0,1,0,0,,Drop
10/31/2011,11/26/2011,Comcast,Aerial/UG,Brandon Way,Rd,Gaithersburg,,1,0,0,1,0,0,,Drop
10/31/2011,08/26/2013,Verizon,Aerial,Colton,Ln,Gaithersburg,,1,0,0,1,0,0,,Broken Lashing
10/31/2011,08/26/2013,Verizon,Aerial,Brandon Way,Rd,Gaithersburg,,1,0,0,1,0,0,,Pole Transfer
10/31/2011,08/26/2013,Verizon,Aerial,Brandon Way,Rd,Gaithersburg,,1,0,0,1,0,0,,Pole Transfer
10/31/2011,11/26/2011,Comcast,Aerial,Brandon Way,Rd,Gaithersburg,,1,0,0,1,0,0,,Drop
10/31/2011,08/26/2013,Verizon,Aerial,Brandon Way,Rd,Gaithersburg,,1,0,0,1,0,0,,Pole Transfer
11/01/2011,11/26/2011,Comcast,Aerial,Cedar,Ln,Kensington,,1,0,0,1,0,0,,Broken Lashing
11/01/2011,11/28/2011,Comcast,Aerial,Maple,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/01/2011,11/28/2011,Comcast,Aerial,Maple,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/01/2011,11/15/2011,Verizon,Aerial,Maple,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/01/2011,11/28/2011,Comcast,Aerial,Flower,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/01/2011,11/09/2011,RCN,Aerial,Garland,Av,Takoma Park,,1,0,0,1,0,0,,Other
11/01/2011,11/26/2011,Comcast,Aerial/UG,N Frederick,Av,Gaithersburg,,1,0,0,1,0,0,,Drop
11/01/2011,11/26/2011,Comcast,Aerial,Kakae,Dr,Damascus,,1,0,0,1,0,0,,Pole Transfer
11/01/2011,08/29/2013,Verizon,Aerial,Kakae,Dr,Damascus,,1,0,0,1,0,0,,Pole Transfer
11/01/2011,11/09/2011,Verizon,Aerial,Stringtown,Rd,Clarksburg,,1,0,0,1,0,0,,Drop
11/01/2011,11/26/2011,Comcast,UG,Demitrias,Way,Germantown,,1,0,0,1,0,1,05/01/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Demitrias,Way,Germantown,,1,0,0,1,0,1,01/13/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Demitrias,Way,Germantown,,1,0,0,1,0,1,01/13/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Larentia,Dr,Germantown,,1,0,0,1,0,1,01/17/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Larentia,Dr,Germantown,,1,0,0,1,0,1,01/17/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Larentia,Dr,Germantown,,1,0,0,1,0,1,01/17/2012,Drop
11/01/2011,11/26/2011,Comcast,UG,Demitrias,Way,Germantown,,1,0,0,1,0,1,01/13/2012,Drop
11/01/2011,11/10/2011,Verizon,UG,Demitrias,Way,Germantown,,1,0,0,1,0,1,01/13/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Kilrush,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Kilrush,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Tunstall,Pl,Montgomery Village,,1,0,0,1,0,0,,Equipment
11/07/2011,12/01/2011,Comcast,UG,Tunstall,Pl,Montgomery Village,,1,0,0,1,0,0,,Equipment
11/07/2011,12/01/2011,Comcast,UG,Tunstall,Dr,Montgomery Village,,1,0,0,1,0,0,,Equipment
11/07/2011,12/01/2011,Comcast,UG,Collette,Way,Montgomery Village,,1,0,0,1,0,1,05/16/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Collette,Way,Montgomery Village,,1,0,0,1,0,1,05/16/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Collette,Way,Montgomery Village,,1,0,0,1,0,1,05/16/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Walburg,Way,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Collette,Way,Montgomery Village,,1,0,0,1,0,1,05/16/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Fifeshire,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Fifeshire,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Copps Hill,Pl,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Treyford,Ter,Montgomery Village,,1,0,0,1,0,0,,Drop
11/07/2011,12/01/2011,Comcast,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,01/20/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Horizon run,Rd,Montgomery Village,,1,0,0,1,0,1,01/20/2012,Drop
11/07/2011,11/16/2011,Verizon,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,01/20/2012,Drop
11/07/2011,12/01/2011,Comcast,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,01/20/2012,Drop
11/07/2011,12/04/2011,Comcast,Aerial,Veirs,Dr,Rockville,,1,0,0,1,0,0,,Pole Transfer
11/07/2011,09/18/2013,Verizon,Aerial,Veirs,Dr,Rockville,,1,0,0,1,0,0,,Pole Transfer
11/07/2011,12/03/2011,Comcast,Aerial,Tildenwood,Dr,Rockville,,1,0,0,1,0,0,,Other
11/07/2011,12/03/2011,Comcast,Aerial/UG,Tildenwood,Dr,Rockville,,1,0,0,1,0,0,,Drop
11/07/2011,11/16/2011,Verizon,UG,Tildenwood,Dr,Rockville,,1,0,0,1,0,0,,Restoration
11/07/2011,12/02/2011,Comcast,UG,Tildenwood,Dr,Rockville,,1,0,0,1,0,0,,Drop
11/07/2011,11/16/2011,Verizon,Aerial,Larry,Pl,Chevy Chase,,1,0,1,0,0,0,,Other
11/07/2011,11/16/2011,Verizon,Aerial,Colston,Dr,Chevy Chase,,1,0,0,1,0,0,,Drop
11/07/2011,02/19/2012,Comcast,Aerial,East West,Hwy,Chevy Chase,,1,0,0,1,0,0,,Pole Transfer
11/07/2011,10/08/2013,Verizon,Aerial,East West,Hwy,Chevy Chase,,1,0,0,1,0,0,,Lines
11/07/2011,11/16/2011,RCN,Aerial,East West,Hwy,Chevy Chase,,1,0,0,1,0,0,,Pole Transfer
11/07/2011,12/04/2011,Comcast,UG,Farridge,Dr,Silver Spring,,1,0,0,1,0,0,,Equipment
11/07/2011,12/02/2011,Comcast,UG,Amberleigh,Dr,Silver Spring,,1,0,0,1,0,0,,Drop
11/07/2011,11/16/2011,Verizon,UG,Pebble Beach,Dr,Silver Spring,,1,0,0,1,0,0,,Restoration
11/07/2011,12/03/2011,Comcast,UG,Hawksbury,Ter,Silver Spring,,1,0,0,1,0,0,,Equipment
11/08/2011,12/02/2011,Comcast,UG,Fairborn,Ct,Rockville,,1,0,0,1,0,0,,Equipment
11/08/2011,12/02/2011,Comcast,UG,Fairborn,Ct,Rockville,,1,0,0,1,0,0,,Drop
11/08/2011,12/02/2011,Comcast,UG,Fairborn,Ct,Rockville,,1,0,0,1,0,0,,Equipment
11/08/2011,12/02/2011,Comcast,UG,Fairborn,Ct,Rockville,,1,0,0,1,0,0,,Drop
11/08/2011,11/16/2011,Verizon,Aerial,Gruenther,Av,Rockville,,1,0,0,1,0,0,,Drop
11/08/2011,12/02/2011,Comcast,Aerial,Gruenther,Av,Rockville,,1,0,0,1,0,0,,Drop
11/08/2011,11/18/2011,RCN,UG,Bucknell,Dr,Wheaton,,1,0,0,1,0,0,,Drop
11/08/2011,11/19/2011,RCN,Aerial,Reddie,Dr,Wheaton,,1,0,0,1,0,1,01/11/2012,Drop
11/08/2011,11/20/2011,RCN,Aerial,Reedie,Dr,Wheaton,,1,0,0,1,0,1,01/11/2012,Drop
11/09/2011,11/16/2011,Verizon,Aerial,Wightman,Rd,Montgomery Village,Aspenwood Ln,1,0,0,1,0,0,,Other
11/09/2011,12/06/2012,Verizon,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,0,,Equipment
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,0,,Drop
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,1,05/09/2012,Drop
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,1,05/09/2012,Drop
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,1,05/09/2012,Drop
11/10/2011,12/01/2011,Comcast,Aerial,April,Ln,Silver Spring,,1,0,1,0,0,0,,Other
11/09/2011,12/04/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,1,05/09/2012,Drop
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,0,,Drop
11/09/2011,12/01/2011,Comcast,UG,Chadburn,Pl,Montgomery Village,,1,0,0,1,0,0,,Drop
11/09/2011,12/01/2011,Comcast,UG,Jarrett,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/09/2011,12/01/2011,Comcast,UG,Jarrett,Ct,Montgomery Village,,1,0,0,1,0,0,,Drop
11/09/2011,11/16/2011,Verizon,Aerial,Lincoln,St,Rockville,,1,0,0,1,0,0,,Drop
11/09/2011,11/16/2011,Verizon,Aerial,Lincoln,St,Rockville,,1,0,0,1,0,0,,Drop
11/09/2011,12/01/2011,Comcast,Aerial,Lincoln,St,Rockville,,1,0,0,1,0,0,,Drop
11/09/2011,11/16/2011,Verizon,Aerial,Lincoln,St,Rockville,,1,0,0,1,0,0,,Drop
11/09/2011,11/16/2011,Verizon,Aerial,Lincoln,St,Rockville,,1,0,0,1,0,0,,Drop
11/09/2011,11/17/2011,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,1,0,0,0,,Drop
11/09/2011,11/17/2011,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,1,0,0,0,,Other
11/09/2011,08/28/2013,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,1,0,0,0,,Broken Lashing
11/09/2011,08/28/2013,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,1,0,0,0,,Other
11/09/2011,08/28/2013,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,0,1,0,0,,Other
11/09/2011,12/04/2011,Comcast,Aerial,Gregg,Rd,Brookeville,,1,0,0,1,0,0,,Other
11/09/2011,08/28/2013,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,0,1,0,0,,Other
11/09/2011,11/17/2011,Verizon,Aerial,Gregg,Rd,Brookeville,,1,0,0,1,0,0,,Other
11/09/2011,12/04/2011,Comcast,Aerial,Gregg,Rd,Brookeville,,1,0,0,1,0,0,,Other
11/10/2011,12/03/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,0,1,1,0,0,0,,Drop
11/10/2011,12/02/2011,RCN,Aerial,Sundale,Dr,Silver Spring,,1,0,1,0,0,0,,Lines
11/10/2011,08/16/2013,Verizon,Aerial,Elgin,Rd,Bethesda,,1,0,0,1,0,0,,Pole Transfer
11/10/2011,12/03/2011,Comcast,Aerial,Selkirk,Dr,Bethesda,,1,0,0,1,0,0,,Drop
11/10/2011,12/03/2011,Comcast,Aerial,Ayr,Ln,Bethesda,,1,0,0,1,0,0,,Broken Lashing
11/10/2011,11/21/2011,Verizon,Aerial,Ayr,Ln,Bethesda,,1,0,0,1,0,0,,Drop
11/10/2011,12/03/2011,Comcast,Aerial/UG,Ayr,Ln,Bethesda,,1,0,0,1,0,0,,Drop
11/10/2011,12/03/2011,Comcast,UG,Vendome,Dr,Bethesda,,1,0,0,1,0,0,,Equipment
11/10/2011,03/12/2013,Verizon,UG,Rising Ridge,Way,Bethesda,,1,0,0,1,0,0,,Drop
11/10/2011,12/03/2011,Comcast,UG,Rising Ridge,Way,Bethesda,,1,0,0,1,0,0,,Drop
11/10/2011,12/03/2011,Comcast,UG,Hamilton Spring,Rd,Bethesda,,1,0,0,1,0,0,,Equipment
11/10/2011,11/21/2011,Verizon,UG,Hamilton Spring,Rd,Bethesda,,1,0,0,1,0,0,,Restoration
11/10/2011,12/03/2011,Comcast,UG,Hamilton Spring,Rd,Bethesda,,1,0,0,1,0,0,,Equipment
11/10/2011,12/01/2011,Comcast,UG,Welbeck,Ter,Montgomery Village,,1,0,0,1,0,1,05/11/2012,Drop
11/10/2011,12/01/2011,Comcast,UG,Welbeck,Ct,Montgomery Village,,1,0,0,1,0,1,05/11/2012,Drop
11/14/2011,12/12/2011,Comcast,UG,Wallbrook,Ct,Silver Spring,,1,0,1,0,0,0,,Other
11/14/2011,12/12/2011,Comcast,Aerial/UG,Redwing,Rd,Bethesda,,1,0,0,1,0,0,,Drop
11/14/2011,11/30/2011,Verizon,Aerial,Goldsboro,Rd,Bethesda,,1,0,0,1,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Equipment
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Cedar Creek,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
11/14/2011,12/09/2011,Comcast,UG,Summer Oak,Dr,Germantown,,1,0,0,1,0,0,,Drop
11/14/2011,12/10/2011,Comcast,UG,Summer Oak,Dr,Germantown,,1,0,0,1,0,0,,Drop
11/14/2011,12/10/2011,Comcast,UG,Allspice,Dr,Germantown,,1,0,0,1,0,0,,Drop
11/14/2011,11/22/2011,Verizon,UG,Furlong,Way,Germantown,,1,0,0,1,0,0,,Equipment
11/14/2011,12/09/2011,Comcast,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,01/20/2012,Drop
11/14/2011,12/10/2011,Comcast,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,07/03/2012,Drop
11/14/2011,12/10/2011,Comcast,UG,Horizon Run,Rd,Montgomery Village,,1,0,0,1,0,1,07/03/2012,Drop
11/14/2011,12/09/2011,Comcast,UG,Brassie,Way,Montgomery Village,,1,0,0,1,0,1,04/16/2012,Drop
11/14/2011,12/09/2011,Comcast,UG,Brassie,Way,Montgomery Village,,1,0,0,1,0,1,04/16/2012,Drop
11/14/2011,12/09/2011,Comcast,UG,Brassie,Way,Montgomery Village,,1,0,0,1,0,1,04/16/2012,Drop
11/14/2011,12/09/2011,Comcast,UG,Brassie,Way,Montgomery Village,,1,0,0,1,0,1,04/16/2012,Drop
11/15/2011,12/11/2011,Comcast,Aerial,Marcliff,Rd,Rockville,,1,0,0,1,0,0,,Pole Transfer
11/15/2011,09/20/2013,Verizon,Aerial,Marcliff,Rd,Rockville,,1,0,0,1,0,0,,Pole Transfer
11/15/2011,12/11/2011,Comcast,Aerial,Marcliff,Rd,Rockville,,1,0,0,1,0,0,,Drop
11/15/2011,11/22/2011,Verizon,Aerial,Marcliff,Rd,Rockville,,1,0,0,1,0,0,,Drop
11/15/2011,11/30/2011,Verizon,Aerial,Whittier,Blvd,Bethesda,,1,0,0,1,0,0,,Drop
11/15/2011,11/30/2011,Verizon,Aerial,Whittier,Blvd,Bethesda,,1,0,0,1,0,0,,Drop
11/15/2011,12/12/2011,Comcast,Aerial,Whittier,Blvd,Bethesda,,1,0,0,1,0,0,,Drop
11/15/2011,12/12/2011,Comcast,UG,Park Overlook,Dr,Bethesda,,1,0,0,1,0,0,,Drop
11/15/2011,11/30/2011,Verizon,Aerial,Exeter,Rd,Bethesda,,1,0,0,1,0,0,,Drop
11/15/2011,11/22/2011,Verizon,Aerial,Clarksburg,Rd,Clarksburg,,1,0,0,1,0,0,,Drop
11/15/2011,11/22/2011,Verizon,Aerial,Clarksburg,Rd,Clarksburg,,1,0,0,1,0,0,,Drop
11/15/2011,12/12/2011,Comcast,Aerial,Lewisdale,Rd,Clarksburg,Clarksburg Rd,1,0,0,1,0,0,,Other
11/15/2011,11/23/2011,Verizon,Aerial,Lewisdale,Rd,Clarksburg,,1,0,0,1,0,0,,Drop
11/15/2011,11/23/2011,Verizon,Aerial,Lewisdale,Rd,Clarksburg,,1,0,0,1,0,0,,Drop
11/15/2011,12/12/2011,Comcast,Aerial/UG,Prices Distillery,Rd,Clarksburg,,1,0,0,1,0,1,05/24/2012,Drop
11/15/2011,11/23/2011,Verizon,Aerial/UG,Prices Distillery,Rd,Clarksburg,,1,0,0,1,0,1,05/24/2012,Drop
11/15/2011,07/05/2012,Verizon,UG,Benton Park,Pl,Clarksburg,,1,0,0,1,0,0,,Equipment
11/15/2011,11/28/2011,Verizon,Aerial,Schaeffer,Rd,Boyds,Kingsbrook Dr,1,0,0,1,0,0,,Drop
11/15/2011,11/22/2011,Verizon,Aerial,Kingsbrook,Rd,Boyds,Kingsbrook Dr,1,0,0,1,0,0,,Drop
11/16/2011,12/12/2011,Comcast,Aerial/UG,Bells Mill,Rd,Potomac,,1,0,0,1,0,0,,Other
11/16/2011,11/22/2011,Verizon,Aerial,Bells Mill,Rd,Potomac,,1,0,0,1,0,0,,Other
11/16/2011,11/22/2011,Verizon,UG,Belmont,Rd,Potomac,,1,0,0,1,0,0,,Drop
11/16/2011,11/13/2014,Verizon,Aerial,MacArthur,Blvd,Bethesda,Maryland Ave,1,0,0,1,0,0,,Broken Lashing
11/16/2011,12/12/2011,Comcast,Aerial,MacArthur,Blvd,Bethesda,Maryland Ave,1,0,0,1,0,0,,Broken Lashing
11/16/2011,12/12/2011,Comcast,Aerial,Carroll,Av,Takoma Park,University Blvd,1,0,0,1,0,0,,Broken Lashing
11/16/2011,12/11/2011,Comcast,Aerial,Hill Top,Rd,Takoma Park,,1,0,0,1,0,0,,Drop
11/16/2011,02/07/2012,Verizon,Aerial,E Franklin,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/16/2011,11/28/2011,RCN,Aerial,E Franklin,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/16/2011,12/11/2011,Comcast,Aerial,E Franklin,Av,Takoma Park,,1,0,0,1,0,0,,Drop
11/16/2011,12/11/2011,Comcast,Aerial,Garwood,St,Takoma Park,,1,0,0,1,0,0,,Broken Lashing
11/16/2011,11/22/2011,Verizon,Aerial,Ridge,Rd,Damascus,,1,0,0,1,0,0,,Drop
11/16/2011,01/07/2013,Verizon,UG,Damascus Hill,Ln,Damascus,,1,0,0,1,0,0,,Equipment
11/16/2011,12/12/2011,Comcast,UG,Lasalle,Ct,Damascus,,1,0,0,1,0,0,,Equipment
11/16/2011,12/12/2011,Comcast,UG,Nursery,Ln,North Potomac,,1,0,0,1,0,0,,Drop
11/16/2011,12/12/2011,Comcast,UG,Autumn Hill,Way,North Potomac,,1,0,0,1,0,0,,Drop
11/17/2011,12/10/2011,Comcast,Aerial,Woodland,Av,Gaithersburg,,1,0,0,1,0,0,,Broken Lashing
11/17/2011,11/29/2011,Verizon,Aerial,Hutton,St,Gaithersburg,,1,0,0,1,0,1,04/05/2012,Drop
11/17/2011,11/29/2011,Verizon,Aerial,Woodland,Av,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,12/10/2011,Comcast,Aerial/UG,Dogwood,Dr,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,11/29/2011,Verizon,Aerial,Hutton,St,Gaithersburg,,1,0,0,1,0,1,04/05/2012,Drop
11/17/2011,12/10/2011,Comcast,Aerial,Dogwood,Dr,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,11/28/2011,RCN,Aerial,Hutton,St,Gaithersburg,South Summit Ave,1,0,0,1,0,0,,Broken Lashing
11/17/2011,12/10/2011,Comcast,Aerial/UG,Ridge,Rd,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,12/10/2011,Comcast,Aerial/UG,Ridge,Rd,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,11/22/2011,Verizon,Aerial,Towne Crest,Dr,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,11/22/2011,Verizon,Aerial,Towne Crest,Dr,Gaithersburg,,1,0,0,1,0,0,,Drop
11/17/2011,12/09/2011,Comcast,Aerial,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Drop
11/17/2011,11/22/2011,Verizon,Aerial/UG,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Drop
11/17/2011,11/22/2011,Verizon,Aerial,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Drop
11/17/2011,12/09/2011,Comcast,Aerial/UG,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Other
11/17/2011,11/22/2011,Verizon,Aerial,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Drop
11/17/2011,06/26/2012,Verizon,Aerial/UG,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Other
11/17/2011,12/09/2011,Comcast,Aerial,Baileys,Ln,Rockville,,1,0,0,1,0,0,,Drop
11/17/2011,12/09/2011,Comcast,UG,Douglas,Av,Wheaton,,1,0,0,1,0,0,,Drop
11/17/2011,12/09/2011,Comcast,UG,Douglas,Av,Wheaton,,1,0,0,1,0,0,,Drop
11/17/2011,12/09/2011,Comcast,UG,Douglas,Av,Wheaton,,1,0,0,1,0,0,,Equipment
11/17/2011,12/09/2011,Comcast,UG,Chivalry,Ct,Wheaton,,1,0,0,1,0,0,,Other
11/17/2011,12/09/2011,Comcast,UG,Chivalry,Ct,Wheaton,,1,0,0,1,0,0,,Drop
11/17/2011,11/29/2011,Verizon,Aerial,Kimberly,St,Wheaton,,1,0,0,1,0,0,,Drop
11/17/2011,11/29/2011,Verizon,Aerial,St Margarets,Way,Wheaton,,1,0,0,1,0,0,,Drop
11/17/2011,12/11/2011,Comcast,Aerial,St Margarets,Way,Wheaton,,1,0,0,1,0,0,,Pole Transfer
11/17/2011,09/12/2013,Verizon,Aerial,St Margarets,Way,Wheaton,,1,0,0,1,0,0,,Pole Transfer
11/18/2011,11/28/2011,Verizon,Aerial,Meem,Av,Gaithersburg,,1,0,0,1,0,1,05/30/2012,Drop
11/18/2011,11/22/2011,RCN,Aerial,Meem,Av,Gaithersburg,,1,0,0,1,0,1,05/30/2012,Drop
11/18/2011,12/10/2011,Comcast,Aerial,Meem,Av,Gaithersburg,,1,0,0,1,0,1,05/30/2012,Pole Transfer
11/18/2011,11/28/2011,RCN,Aerial,Meem,Av,Gaithersburg,,1,0,0,1,0,1,05/30/2012,Pole Transfer
11/18/2011,08/26/2013,Verizon,Aerial,Meem,Av,Gaithersburg,,1,0,0,1,0,0,,Pole Transfer
11/18/2011,11/22/2011,RCN,Aerial,Muddy Branch,Rd,Gaithersburg,three poles west of 270,1,0,0,1,0,0,,Other
11/18/2011,11/28/2011,Verizon,Aerial/UG,Amity,Dr,Gaithersburg,Amity Cir,1,0,0,1,0,0,,Other
11/18/2011,12/12/2011,Comcast,Aerial/UG,Derwood,Rd,Gaithersburg,,1,0,0,1,0,0,,Other
11/18/2011,11/28/2011,Verizon,Aerial/UG,Derwood,Rd,Gaithersburg,,1,0,0,1,0,0,,Drop
11/18/2011,12/09/2011,Comcast,Aerial/UG,Derwood,Rd,Gaithersburg,,1,0,0,1,0,1,06/13/2012,Drop
11/18/2011,12/09/2011,Comcast,Aerial,Derwood,St,Gaithersburg,,1,0,0,1,0,1,06/13/2012,Drop
11/18/2011,12/09/2011,Comcast,UG,Mistic View,Ct,Rockville,,1,0,0,1,0,0,,Equipment
11/18/2011,12/09/2011,Comcast,UG,Mistic View,Ct,Rockville,,1,0,0,1,0,0,,Equipment
11/18/2011,12/09/2011,Comcast,UG,Mistic View,Ct,Rockville,,1,0,0,1,0,0,,Drop
11/18/2011,12/12/2011,Comcast,UG,Queen Elizabeth,,Olney,,1,0,0,1,0,0,,Equipment
11/18/2011,11/29/2011,Verizon,UG,Queen Elizabeth,,Olney,,1,0,0,1,0,0,,Restoration
11/18/2011,12/12/2011,Comcast,UG,Allwood,Ter,Olney,,1,0,0,1,0,0,,Equipment
11/21/2011,12/12/2011,Comcast,UG,Paramus,Dr,North Potomac,,1,0,0,1,0,1,06/01/2012,Equipment
11/21/2011,06/12/2012,Comcast,UG,Jones,Ln,North Potomac,,1,0,1,0,0,0,,Construction
11/21/2011,12/10/2011,Comcast,UG,Indian Hills,Ter,Derwood,,1,0,0,1,0,0,,Equipment
11/21/2011,12/11/2011,Comcast,UG,Gloxinia,Dr,Bethesda,,1,0,0,1,0,0,,Equipment
11/21/2011,12/11/2011,Comcast,UG,Valerian,Ct,Bethesda,,1,0,0,1,0,0,,Drop
11/21/2011,12/11/2011,Comcast,UG,Piney Branch,Rd,Silver Spring,,1,0,0,1,0,0,,Drop
11/21/2011,12/11/2011,Comcast,UG,Piney Branch,Rd,Silver Spring,,1,0,0,1,0,0,,Other
11/21/2011,12/11/2011,Comcast,UG,Piney Branch,Rd,Silver Spring,,1,0,0,1,0,0,,Drop
11/21/2011,12/11/2011,Comcast,UG,Piney Branch,Rd,Silver Spring,,1,0,0,1,0,0,,Other
11/21/2011,12/11/2011,Comcast,UG,Piney Branch,Rd,Silver Spring,,1,0,0,1,0,0,,Drop
11/21/2011,11/30/2011,Verizon,UG,Glouster Knoll,Dr,Silver Spring,,1,0,0,1,0,0,,Restoration
11/22/2011,12/10/2011,Comcast,UG,Summer Oak,Ct,Germantown,,1,0,0,1,0,0,,Drop
11/22/2011,01/05/2012,Verizon,UG,Coltrane,Dr,Damascus,,1,0,1,0,0,0,,Drop
11/22/2011,12/11/2011,Comcast,Aerial,Connecticut,Av,Rockville,,1,0,0,1,0,0,,Drop
11/22/2011,12/11/2011,Comcast,Aerial,Randolph,Rd,Rockville,,1,0,0,1,0,0,,Other
11/22/2011,12/12/2011,Comcast,UG,Barrington Fare,,Rockville,,1,0,0,1,0,0,,Drop
11/23/2011,12/12/2011,Comcast,Aerial/UG,Glen,Rd,North Potomac,,1,0,0,1,0,0,,Drop
11/23/2011,12/12/2011,Comcast,Aerial/UG,Glen,Rd,North Potomac,,1,0,0,1,0,0,,Other
11/23/2011,12/12/2011,Comcast,Aerial/UG,Glen,Rd,North Potomac,,1,0,0,1,0,0,,Drop
11/23/2011,12/12/2011,Comcast,Aerial,Pennyfield Lock,Rd,North Potomac,,1,0,0,1,0,0,,Broken Lashing
11/23/2011,11/30/2011,Verizon,Aerial,River,Rd,North Potomac,,1,0,0,1,0,0,,Other
11/23/2011,12/12/2011,Comcast,UG,Shores,Dr,Poolesville,,1,0,0,1,0,1,01/12/2012,Other
11/23/2011,02/08/2012,Verizon,UG,Whitehall,Dr,Silver Spring,,1,0,0,1,0,1,09/19/2012,Equipment
11/23/2011,12/11/2011,Comcast,Aerial/UG,Lockwood,Dr,Silver Spring,,1,0,0,1,0,0,,Other
